Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,11,[],workplace,Activity.SLEEPING,75,79,90,88,94,98,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,1,29,[],workplace,Activity.SLEEPING,96,90,87,88,74,90,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,2,23,[],workplace,Activity.SLEEPING,78,77,97,80,98,70,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,3,25,[],workplace,Activity.SLEEPING,88,89,94,83,71,70,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,4,18,[],workplace,Activity.SLEEPING,83,88,99,88,79,87,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,5,10,[],workplace,Activity.SLEEPING,92,75,87,98,99,83,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,6,2,[],workplace,Activity.SLEEPING,76,85,70,98,75,97,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,7,13,[],workplace,Activity.SLEEPING,91,70,87,73,93,81,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,8,26,[],workplace,Activity.SLEEPING,86,85,73,84,83,89,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,9,29,[],workplace,Activity.SLEEPING,76,79,99,94,96,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,10,10,[],workplace,Activity.SLEEPING,80,93,81,80,73,93,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,11,2,[],workplace,Activity.SLEEPING,88,82,83,84,92,76,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,12,29,[],workplace,Activity.SLEEPING,70,80,70,98,84,83,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,10,[],workplace,Activity.SLEEPING,77,81,95,78,85,82,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,14,23,[],workplace,Activity.SLEEPING,95,75,94,82,76,76,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,15,29,[],workplace,Activity.SLEEPING,93,81,80,99,91,86,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
