Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,1,[],workplace,Activity.SLEEPING,75,96,97,86,93,81,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,1,0,[],workplace,Activity.SLEEPING,92,74,78,98,81,79,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,2,14,[],workplace,Activity.SLEEPING,84,93,91,91,89,71,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,3,9,[],workplace,Activity.SLEEPING,87,95,86,74,89,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,4,21,[],workplace,Activity.SLEEPING,78,87,89,85,92,75,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,19,[],workplace,Activity.SLEEPING,75,99,85,88,99,75,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,6,23,[],workplace,Activity.SLEEPING,99,81,91,91,74,78,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,7,6,[],workplace,Activity.SLEEPING,83,74,87,98,80,80,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,8,3,[],workplace,Activity.SLEEPING,96,97,98,74,99,93,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,9,9,[],workplace,Activity.SLEEPING,84,87,71,87,92,97,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,10,9,[],workplace,Activity.SLEEPING,80,99,82,80,88,92,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,11,0,[],workplace,Activity.SLEEPING,89,87,85,74,83,76,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,12,19,[],workplace,Activity.SLEEPING,70,89,93,85,88,80,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,13,19,[],workplace,Activity.SLEEPING,93,87,76,97,94,95,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,14,6,[],workplace,Activity.SLEEPING,84,87,97,70,78,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,15,3,[],workplace,Activity.SLEEPING,89,74,74,70,82,99,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,16,14,[],workplace,Activity.SLEEPING,99,77,79,86,79,88,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,17,21,[],workplace,Activity.SLEEPING,70,78,71,87,73,72,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,18,3,[],workplace,Activity.SLEEPING,93,82,77,98,79,97,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,19,1,[],workplace,Activity.SLEEPING,75,79,89,99,73,95,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,20,3,[],workplace,Activity.SLEEPING,78,79,92,74,72,80,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,21,21,[],workplace,Activity.SLEEPING,81,71,88,87,95,98,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,22,14,[],workplace,Activity.SLEEPING,74,88,91,96,78,94,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,23,19,[],workplace,Activity.SLEEPING,85,77,73,80,86,90,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,24,14,[],workplace,Activity.SLEEPING,82,86,78,70,88,77,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,25,14,[],workplace,Activity.SLEEPING,91,77,97,94,83,89,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,26,6,[],workplace,Activity.SLEEPING,78,95,85,85,99,72,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,27,23,[],workplace,Activity.SLEEPING,81,73,91,85,87,80,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,28,23,[],workplace,Activity.SLEEPING,97,78,72,93,85,99,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,29,19,[],workplace,Activity.SLEEPING,70,94,93,83,94,76,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,30,6,[],workplace,Activity.SLEEPING,99,90,86,95,80,95,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,31,21,[],workplace,Activity.SLEEPING,89,98,90,95,72,70,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,32,0,[],workplace,Activity.SLEEPING,93,88,97,77,85,78,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,33,14,[],workplace,Activity.SLEEPING,93,97,87,82,73,76,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
