Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,4,[],workplace,Activity.SLEEPING,97,88,97,71,82,92,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,1,9,[],workplace,Activity.SLEEPING,85,79,76,86,86,88,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,2,5,[],workplace,Activity.SLEEPING,70,85,92,86,99,72,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,3,3,[],workplace,Activity.SLEEPING,95,87,87,96,93,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,4,7,[],workplace,Activity.SLEEPING,72,95,85,85,80,71,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,18,[],workplace,Activity.SLEEPING,90,99,78,70,82,72,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,6,16,[],workplace,Activity.SLEEPING,73,97,90,79,83,79,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,7,7,[],workplace,Activity.SLEEPING,88,75,92,91,77,94,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,8,16,[],workplace,Activity.SLEEPING,89,98,87,76,78,89,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,9,3,[],workplace,Activity.SLEEPING,78,84,75,78,95,73,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,10,7,[],workplace,Activity.SLEEPING,70,99,96,89,86,88,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,11,7,[],workplace,Activity.SLEEPING,73,76,81,77,75,75,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,12,5,[],workplace,Activity.SLEEPING,87,80,82,77,82,75,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,7,[],workplace,Activity.SLEEPING,95,72,81,74,87,97,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,14,18,[],workplace,Activity.SLEEPING,84,83,99,81,79,87,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,15,3,[],workplace,Activity.SLEEPING,89,78,93,81,70,82,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,16,9,[],workplace,Activity.SLEEPING,87,82,92,90,99,71,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,17,3,[],workplace,Activity.SLEEPING,98,97,76,94,77,80,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,18,4,[],workplace,Activity.SLEEPING,73,76,93,85,81,98,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,19,7,[],workplace,Activity.SLEEPING,86,97,75,72,95,72,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,20,18,[],workplace,Activity.SLEEPING,88,88,71,76,80,91,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,21,7,[],workplace,Activity.SLEEPING,97,80,94,71,73,88,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,22,3,[],workplace,Activity.SLEEPING,88,74,77,74,84,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,23,4,[],workplace,Activity.SLEEPING,84,76,78,81,93,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,24,16,[],workplace,Activity.SLEEPING,73,96,80,83,91,97,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,25,7,[],workplace,Activity.SLEEPING,98,86,91,88,85,98,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,26,5,[],workplace,Activity.SLEEPING,93,95,71,89,89,94,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,27,5,[],workplace,Activity.SLEEPING,91,89,89,73,78,90,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,28,4,[],workplace,Activity.SLEEPING,78,99,93,83,85,83,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,29,4,[],workplace,Activity.SLEEPING,84,80,79,95,70,92,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,30,9,[],workplace,Activity.SLEEPING,89,75,84,70,92,87,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,31,18,[],workplace,Activity.SLEEPING,83,93,83,95,98,82,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,32,9,[],workplace,Activity.SLEEPING,73,79,85,73,97,72,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,33,4,[],workplace,Activity.SLEEPING,99,93,93,98,85,73,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,34,9,[],workplace,Activity.SLEEPING,90,81,84,87,71,75,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,35,3,[],workplace,Activity.SLEEPING,71,92,77,70,90,79,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,36,18,[],workplace,Activity.SLEEPING,70,87,82,74,92,99,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,37,7,[],workplace,Activity.SLEEPING,88,97,79,75,97,70,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,38,7,[],workplace,Activity.SLEEPING,80,85,93,88,77,79,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
