Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,18,[],workplace,Activity.SLEEPING,72,72,76,72,73,93,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,1,14,[],workplace,Activity.SLEEPING,86,83,76,89,72,83,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,2,4,[],workplace,Activity.SLEEPING,70,85,84,98,99,82,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,3,22,[],workplace,Activity.SLEEPING,89,98,92,74,95,91,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,4,0,[],workplace,Activity.SLEEPING,98,82,97,87,89,72,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,5,15,[],workplace,Activity.SLEEPING,94,91,78,92,76,90,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,6,7,[],workplace,Activity.SLEEPING,89,90,90,86,81,93,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,7,14,[],workplace,Activity.SLEEPING,79,82,76,77,87,86,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,8,14,[],workplace,Activity.SLEEPING,97,73,79,71,75,80,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,9,4,[],workplace,Activity.SLEEPING,93,73,71,89,73,99,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,10,22,[],workplace,Activity.SLEEPING,98,83,89,89,84,76,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,11,4,[],workplace,Activity.SLEEPING,77,71,85,74,79,84,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,12,14,[],workplace,Activity.SLEEPING,75,86,90,91,84,84,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,22,[],workplace,Activity.SLEEPING,85,81,75,75,92,97,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,14,15,[],workplace,Activity.SLEEPING,90,96,71,81,80,75,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,15,0,[],workplace,Activity.SLEEPING,93,97,71,83,82,74,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,16,18,[],workplace,Activity.SLEEPING,94,99,70,93,78,98,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,17,4,[],workplace,Activity.SLEEPING,97,74,91,76,83,77,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,18,7,[],workplace,Activity.SLEEPING,97,75,74,82,95,85,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,19,4,[],workplace,Activity.SLEEPING,83,94,76,78,79,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,20,0,[],workplace,Activity.SLEEPING,86,77,81,94,91,91,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,21,22,[],workplace,Activity.SLEEPING,82,92,86,89,80,87,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,22,22,[],workplace,Activity.SLEEPING,76,94,98,71,70,87,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,23,0,[],workplace,Activity.SLEEPING,70,94,88,74,97,76,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,24,14,[],workplace,Activity.SLEEPING,95,83,71,82,81,94,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,25,15,[],workplace,Activity.SLEEPING,79,81,88,75,97,93,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,26,7,[],workplace,Activity.SLEEPING,95,87,89,87,80,91,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,27,7,[],workplace,Activity.SLEEPING,70,95,98,85,81,93,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,28,4,[],workplace,Activity.SLEEPING,70,89,96,81,70,95,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,29,22,[],workplace,Activity.SLEEPING,72,79,74,85,78,84,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,30,4,[],workplace,Activity.SLEEPING,70,72,89,96,83,71,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,31,15,[],workplace,Activity.SLEEPING,86,89,99,86,83,75,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,32,18,[],workplace,Activity.SLEEPING,90,89,86,81,85,87,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,33,14,[],workplace,Activity.SLEEPING,87,72,92,92,92,87,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,34,18,[],workplace,Activity.SLEEPING,79,92,73,73,87,99,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,35,4,[],workplace,Activity.SLEEPING,98,78,74,70,91,88,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,36,0,[],workplace,Activity.SLEEPING,98,81,88,70,84,92,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,37,18,[],workplace,Activity.SLEEPING,90,76,84,99,85,93,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,38,14,[],workplace,Activity.SLEEPING,81,76,76,97,95,97,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
