Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,11,[],workplace,Activity.SLEEPING,74,97,74,92,78,73,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,1,21,[],workplace,Activity.SLEEPING,93,77,85,97,90,93,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,2,28,[],workplace,Activity.SLEEPING,86,89,79,92,73,93,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,3,15,[],workplace,Activity.SLEEPING,88,99,89,73,98,82,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,4,20,[],workplace,Activity.SLEEPING,83,74,73,88,96,87,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,5,25,[],workplace,Activity.SLEEPING,72,85,91,84,96,85,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,6,17,[],workplace,Activity.SLEEPING,90,82,93,78,84,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,7,29,[],workplace,Activity.SLEEPING,72,75,75,78,95,89,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,8,19,[],workplace,Activity.SLEEPING,71,89,73,79,92,77,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,9,17,[],workplace,Activity.SLEEPING,94,93,78,99,73,91,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,10,17,[],workplace,Activity.SLEEPING,79,98,85,71,81,97,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,11,11,[],workplace,Activity.SLEEPING,82,81,95,81,83,76,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,12,20,[],workplace,Activity.SLEEPING,97,70,95,88,83,70,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,13,29,[],workplace,Activity.SLEEPING,90,91,73,88,73,89,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,14,21,[],workplace,Activity.SLEEPING,87,70,98,79,79,91,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,15,19,[],workplace,Activity.SLEEPING,98,82,93,83,76,75,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,16,19,[],workplace,Activity.SLEEPING,83,85,83,95,96,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,17,19,[],workplace,Activity.SLEEPING,72,86,93,85,98,82,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,18,21,[],workplace,Activity.SLEEPING,82,85,78,93,81,94,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,19,29,[],workplace,Activity.SLEEPING,70,87,97,73,73,74,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,20,19,[],workplace,Activity.SLEEPING,92,81,90,88,77,92,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,21,17,[],workplace,Activity.SLEEPING,85,80,94,82,77,95,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,22,19,[],workplace,Activity.SLEEPING,91,87,97,98,77,81,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,23,11,[],workplace,Activity.SLEEPING,75,71,92,73,92,88,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,24,28,[],workplace,Activity.SLEEPING,74,77,75,77,75,77,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,25,19,[],workplace,Activity.SLEEPING,70,86,99,79,83,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,26,29,[],workplace,Activity.SLEEPING,95,86,81,93,71,99,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,27,25,[],workplace,Activity.SLEEPING,87,72,89,87,74,74,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,28,25,[],workplace,Activity.SLEEPING,85,77,90,72,98,89,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,29,20,[],workplace,Activity.SLEEPING,75,81,93,72,87,96,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,30,29,[],workplace,Activity.SLEEPING,76,91,71,91,99,79,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,31,11,[],workplace,Activity.SLEEPING,75,79,80,72,73,97,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,32,15,[],workplace,Activity.SLEEPING,77,80,95,91,72,70,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,33,15,[],workplace,Activity.SLEEPING,89,81,91,88,76,91,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,34,11,[],workplace,Activity.SLEEPING,97,88,79,87,89,92,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,35,19,[],workplace,Activity.SLEEPING,94,95,78,90,90,86,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,36,19,[],workplace,Activity.SLEEPING,96,70,81,70,83,89,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,37,25,[],workplace,Activity.SLEEPING,77,99,73,93,81,70,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,38,28,[],workplace,Activity.SLEEPING,85,84,82,92,74,89,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
