Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,25,[],workplace,Activity.SLEEPING,84,93,84,85,96,86,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,1,0,[],workplace,Activity.SLEEPING,89,72,83,82,87,99,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,2,7,[],workplace,Activity.SLEEPING,72,82,77,77,99,98,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,3,18,[],workplace,Activity.SLEEPING,95,91,72,80,96,84,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,4,15,[],workplace,Activity.SLEEPING,98,72,70,91,72,82,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,5,4,[],workplace,Activity.SLEEPING,90,77,87,71,89,85,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,6,29,[],workplace,Activity.SLEEPING,93,87,92,83,75,90,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,7,1,[],workplace,Activity.SLEEPING,99,71,99,79,83,74,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,8,22,[],workplace,Activity.SLEEPING,84,96,76,98,82,70,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,9,7,[],workplace,Activity.SLEEPING,99,97,78,75,78,74,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,10,0,[],workplace,Activity.SLEEPING,98,80,77,92,79,78,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,11,7,[],workplace,Activity.SLEEPING,72,99,93,75,90,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,12,18,[],workplace,Activity.SLEEPING,71,93,88,93,77,98,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,7,[],workplace,Activity.SLEEPING,80,84,80,75,98,96,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,14,0,[],workplace,Activity.SLEEPING,89,96,76,82,97,71,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,15,0,[],workplace,Activity.SLEEPING,74,81,88,70,93,78,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,16,25,[],workplace,Activity.SLEEPING,77,74,91,76,83,77,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,17,1,[],workplace,Activity.SLEEPING,89,83,74,82,95,85,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,18,7,[],workplace,Activity.SLEEPING,83,94,76,78,79,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,19,29,[],workplace,Activity.SLEEPING,98,81,94,91,91,97,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,20,25,[],workplace,Activity.SLEEPING,86,89,80,87,89,96,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,21,29,[],workplace,Activity.SLEEPING,71,70,87,74,81,80,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,22,0,[],workplace,Activity.SLEEPING,73,82,97,76,79,70,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,23,18,[],workplace,Activity.SLEEPING,76,81,94,83,85,93,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,24,7,[],workplace,Activity.SLEEPING,80,97,93,76,93,94,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,25,29,[],workplace,Activity.SLEEPING,89,87,80,91,77,95,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,26,15,[],workplace,Activity.SLEEPING,70,81,93,88,80,84,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,27,25,[],workplace,Activity.SLEEPING,72,99,95,73,75,70,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,28,0,[],workplace,Activity.SLEEPING,76,90,95,95,74,76,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,29,1,[],workplace,Activity.SLEEPING,81,89,97,95,94,96,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,30,1,[],workplace,Activity.SLEEPING,94,93,89,75,73,90,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,31,18,[],workplace,Activity.SLEEPING,90,92,80,84,92,72,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
