Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,17,[],workplace,Activity.SLEEPING,93,95,89,94,93,87,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,1,21,[],workplace,Activity.SLEEPING,81,74,77,95,98,70,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,2,10,[],workplace,Activity.SLEEPING,89,72,72,70,88,76,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,3,19,[],workplace,Activity.SLEEPING,71,90,93,95,77,95,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,4,14,[],workplace,Activity.SLEEPING,77,75,75,91,83,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,5,20,[],workplace,Activity.SLEEPING,73,99,72,89,92,99,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,6,26,[],workplace,Activity.SLEEPING,82,94,80,82,89,77,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,7,3,[],workplace,Activity.SLEEPING,85,75,93,80,94,87,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,8,24,[],workplace,Activity.SLEEPING,76,86,82,92,92,86,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,9,17,[],workplace,Activity.SLEEPING,85,98,91,95,88,92,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,10,24,[],workplace,Activity.SLEEPING,75,90,97,88,96,77,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,11,26,[],workplace,Activity.SLEEPING,96,80,79,95,83,99,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,12,10,[],workplace,Activity.SLEEPING,86,98,73,95,74,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,13,26,[],workplace,Activity.SLEEPING,91,98,79,80,76,84,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,14,3,[],workplace,Activity.SLEEPING,75,76,95,84,91,77,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,15,24,[],workplace,Activity.SLEEPING,87,95,90,94,96,87,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,16,17,[],workplace,Activity.SLEEPING,70,99,96,97,86,98,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,17,24,[],workplace,Activity.SLEEPING,96,75,97,78,75,77,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,18,21,[],workplace,Activity.SLEEPING,75,84,76,80,84,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,19,3,[],workplace,Activity.SLEEPING,70,89,92,97,92,83,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,20,26,[],workplace,Activity.SLEEPING,77,98,97,85,94,81,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,21,21,[],workplace,Activity.SLEEPING,76,86,88,77,84,96,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,22,21,[],workplace,Activity.SLEEPING,82,83,95,77,92,96,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,23,10,[],workplace,Activity.SLEEPING,95,93,71,76,97,90,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,24,21,[],workplace,Activity.SLEEPING,70,84,81,86,70,94,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,25,19,[],workplace,Activity.SLEEPING,71,77,98,85,70,78,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,26,17,[],workplace,Activity.SLEEPING,70,97,92,93,75,71,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,27,3,[],workplace,Activity.SLEEPING,86,98,95,89,75,80,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,28,24,[],workplace,Activity.SLEEPING,92,75,82,73,75,82,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,29,3,[],workplace,Activity.SLEEPING,90,89,80,71,95,96,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,30,10,[],workplace,Activity.SLEEPING,70,77,88,96,81,75,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,31,21,[],workplace,Activity.SLEEPING,83,89,99,88,90,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,32,19,[],workplace,Activity.SLEEPING,75,89,79,93,71,84,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,33,24,[],workplace,Activity.SLEEPING,77,95,81,91,81,80,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,34,19,[],workplace,Activity.SLEEPING,97,81,70,82,75,96,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,35,21,[],workplace,Activity.SLEEPING,77,88,99,77,98,73,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,36,3,[],workplace,Activity.SLEEPING,99,70,78,80,89,81,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,37,19,[],workplace,Activity.SLEEPING,79,76,88,80,91,80,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,38,14,[],workplace,Activity.SLEEPING,80,90,96,81,72,98,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,39,24,[],workplace,Activity.SLEEPING,97,97,77,98,97,99,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
