Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,18,[],workplace,Activity.SLEEPING,86,86,97,91,94,77,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,1,17,[],workplace,Activity.SLEEPING,82,86,72,88,73,90,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,2,12,[],workplace,Activity.SLEEPING,98,97,81,90,94,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,3,23,[],workplace,Activity.SLEEPING,98,99,98,90,90,91,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,4,15,[],workplace,Activity.SLEEPING,98,89,83,79,94,93,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,5,16,[],workplace,Activity.SLEEPING,72,94,97,91,94,71,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,6,13,[],workplace,Activity.SLEEPING,77,79,98,85,83,78,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,7,17,[],workplace,Activity.SLEEPING,96,70,96,75,84,96,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,8,16,[],workplace,Activity.SLEEPING,78,74,74,82,73,74,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,9,16,[],workplace,Activity.SLEEPING,89,92,85,73,84,84,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,10,13,[],workplace,Activity.SLEEPING,77,73,80,89,91,84,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,11,13,[],workplace,Activity.SLEEPING,88,75,87,80,89,86,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,12,12,[],workplace,Activity.SLEEPING,95,83,90,80,95,81,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,13,18,[],workplace,Activity.SLEEPING,92,76,70,89,74,91,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,14,18,[],workplace,Activity.SLEEPING,77,73,92,93,71,98,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,15,17,[],workplace,Activity.SLEEPING,94,95,71,98,82,82,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,16,15,[],workplace,Activity.SLEEPING,72,88,90,91,92,95,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,17,16,[],workplace,Activity.SLEEPING,91,77,95,99,89,87,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,18,18,[],workplace,Activity.SLEEPING,82,73,86,94,91,78,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,19,23,[],workplace,Activity.SLEEPING,81,89,99,99,81,75,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,20,12,[],workplace,Activity.SLEEPING,70,95,70,97,87,72,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,21,17,[],workplace,Activity.SLEEPING,91,87,97,90,77,72,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,22,16,[],workplace,Activity.SLEEPING,81,74,80,71,84,71,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,23,18,[],workplace,Activity.SLEEPING,98,94,88,83,79,88,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,24,17,[],workplace,Activity.SLEEPING,89,78,80,70,91,96,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,25,16,[],workplace,Activity.SLEEPING,73,73,97,82,72,86,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,26,17,[],workplace,Activity.SLEEPING,92,77,83,82,79,93,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,27,12,[],workplace,Activity.SLEEPING,76,86,98,85,85,83,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,28,23,[],workplace,Activity.SLEEPING,97,71,84,76,82,85,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,29,16,[],workplace,Activity.SLEEPING,78,81,73,76,73,80,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,30,13,[],workplace,Activity.SLEEPING,82,90,86,70,71,90,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,31,13,[],workplace,Activity.SLEEPING,75,87,75,92,70,95,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,32,17,[],workplace,Activity.SLEEPING,83,84,92,79,72,73,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,33,23,[],workplace,Activity.SLEEPING,71,72,77,92,89,86,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,34,16,[],workplace,Activity.SLEEPING,98,93,82,77,94,77,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,35,12,[],workplace,Activity.SLEEPING,86,70,84,83,70,84,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,36,15,[],workplace,Activity.SLEEPING,70,99,98,77,82,76,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,37,17,[],workplace,Activity.SLEEPING,86,84,77,72,84,87,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
