Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,2,[],workplace,Activity.SLEEPING,98,91,86,81,96,81,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,1,17,[],workplace,Activity.SLEEPING,97,87,74,79,99,98,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,2,1,[],workplace,Activity.SLEEPING,87,82,78,85,79,91,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,3,9,[],workplace,Activity.SLEEPING,95,77,96,76,98,75,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,4,11,[],workplace,Activity.SLEEPING,86,76,79,83,81,84,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,5,[],workplace,Activity.SLEEPING,97,93,74,82,92,87,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,6,18,[],workplace,Activity.SLEEPING,79,78,75,99,86,98,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,7,24,[],workplace,Activity.SLEEPING,81,76,99,87,98,78,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,8,27,[],workplace,Activity.SLEEPING,91,95,88,77,75,76,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,9,18,[],workplace,Activity.SLEEPING,99,82,77,72,92,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,10,9,[],workplace,Activity.SLEEPING,81,91,91,77,83,73,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,11,17,[],workplace,Activity.SLEEPING,73,96,81,75,92,79,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,12,1,[],workplace,Activity.SLEEPING,98,79,85,83,79,79,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,27,[],workplace,Activity.SLEEPING,95,75,81,72,79,72,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,14,11,[],workplace,Activity.SLEEPING,93,98,86,86,88,72,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,15,11,[],workplace,Activity.SLEEPING,93,81,81,92,72,79,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,16,27,[],workplace,Activity.SLEEPING,74,78,97,98,81,82,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,17,5,[],workplace,Activity.SLEEPING,92,80,71,77,86,93,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,18,1,[],workplace,Activity.SLEEPING,98,85,70,94,96,80,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,19,17,[],workplace,Activity.SLEEPING,80,84,76,94,92,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,20,5,[],workplace,Activity.SLEEPING,70,85,74,90,96,92,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,21,2,[],workplace,Activity.SLEEPING,96,72,82,80,71,82,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,22,1,[],workplace,Activity.SLEEPING,91,90,77,99,70,72,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,23,18,[],workplace,Activity.SLEEPING,86,77,98,77,72,83,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,24,2,[],workplace,Activity.SLEEPING,95,75,83,80,93,72,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,25,18,[],workplace,Activity.SLEEPING,96,75,98,85,74,71,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,26,1,[],workplace,Activity.SLEEPING,84,79,95,71,87,85,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,27,1,[],workplace,Activity.SLEEPING,77,70,87,80,79,93,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,28,9,[],workplace,Activity.SLEEPING,98,80,82,70,70,86,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,29,24,[],workplace,Activity.SLEEPING,83,86,90,83,96,85,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,30,17,[],workplace,Activity.SLEEPING,86,72,87,76,90,78,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,31,24,[],workplace,Activity.SLEEPING,73,90,97,92,76,86,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,32,18,[],workplace,Activity.SLEEPING,88,86,91,95,86,71,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,33,2,[],workplace,Activity.SLEEPING,71,93,80,96,76,96,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,34,24,[],workplace,Activity.SLEEPING,80,97,99,81,95,93,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,35,11,[],workplace,Activity.SLEEPING,75,73,96,89,91,88,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
