Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,9,[],workplace,Activity.SLEEPING,99,97,88,97,71,82,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,1,4,[],workplace,Activity.SLEEPING,82,79,76,86,86,88,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,2,23,[],workplace,Activity.SLEEPING,70,85,92,86,99,72,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,3,7,[],workplace,Activity.SLEEPING,95,87,87,96,93,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,4,5,[],workplace,Activity.SLEEPING,72,95,85,85,80,71,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,3,[],workplace,Activity.SLEEPING,90,99,78,70,82,72,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,6,18,[],workplace,Activity.SLEEPING,73,97,90,79,83,79,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,7,19,[],workplace,Activity.SLEEPING,80,84,92,91,92,82,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,8,11,[],workplace,Activity.SLEEPING,86,84,94,89,98,87,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,9,18,[],workplace,Activity.SLEEPING,85,85,79,78,84,75,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,10,11,[],workplace,Activity.SLEEPING,84,77,70,99,96,89,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,11,9,[],workplace,Activity.SLEEPING,85,90,92,87,77,75,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,12,3,[],workplace,Activity.SLEEPING,90,87,80,82,77,82,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,13,3,[],workplace,Activity.SLEEPING,82,95,72,81,74,87,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,14,7,[],workplace,Activity.SLEEPING,75,99,81,79,87,89,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,15,18,[],workplace,Activity.SLEEPING,78,93,81,70,82,95,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,16,7,[],workplace,Activity.SLEEPING,80,90,99,71,81,80,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,17,23,[],workplace,Activity.SLEEPING,76,94,77,80,94,84,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,18,5,[],workplace,Activity.SLEEPING,85,85,81,98,82,97,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,19,19,[],workplace,Activity.SLEEPING,96,72,83,94,96,91,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,20,18,[],workplace,Activity.SLEEPING,83,80,91,74,76,71,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,21,4,[],workplace,Activity.SLEEPING,89,92,73,86,89,75,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,22,23,[],workplace,Activity.SLEEPING,84,88,70,89,96,86,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,23,5,[],workplace,Activity.SLEEPING,96,92,72,77,86,73,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,24,5,[],workplace,Activity.SLEEPING,77,97,97,90,76,73,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,25,19,[],workplace,Activity.SLEEPING,72,98,80,84,92,94,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,26,11,[],workplace,Activity.SLEEPING,96,96,94,95,85,80,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,27,5,[],workplace,Activity.SLEEPING,90,78,89,79,77,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,28,11,[],workplace,Activity.SLEEPING,75,97,76,92,99,84,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,29,23,[],workplace,Activity.SLEEPING,71,96,90,81,99,89,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,30,3,[],workplace,Activity.SLEEPING,97,80,73,73,87,93,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,31,18,[],workplace,Activity.SLEEPING,71,88,88,86,73,79,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,32,3,[],workplace,Activity.SLEEPING,89,76,77,90,99,93,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,33,19,[],workplace,Activity.SLEEPING,70,87,71,72,84,87,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,34,4,[],workplace,Activity.SLEEPING,82,77,80,92,77,70,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,35,5,[],workplace,Activity.SLEEPING,84,93,82,82,74,92,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,36,11,[],workplace,Activity.SLEEPING,81,97,79,75,97,70,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,37,11,[],workplace,Activity.SLEEPING,85,93,88,77,79,71,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,38,3,[],workplace,Activity.SLEEPING,82,79,88,96,89,86,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,39,3,[],workplace,Activity.SLEEPING,72,99,90,74,82,75,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,40,5,[],workplace,Activity.SLEEPING,93,97,87,99,71,74,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,41,19,[],workplace,Activity.SLEEPING,98,84,72,99,87,96,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,42,19,[],workplace,Activity.SLEEPING,92,88,73,89,78,79,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,43,11,[],workplace,Activity.SLEEPING,75,77,93,79,86,70,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,44,9,[],workplace,Activity.SLEEPING,97,73,71,84,81,86,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,45,9,[],workplace,Activity.SLEEPING,90,79,81,89,89,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,46,5,[],workplace,Activity.SLEEPING,84,87,86,80,89,82,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,47,9,[],workplace,Activity.SLEEPING,74,77,85,94,86,93,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,48,4,[],workplace,Activity.SLEEPING,84,76,83,80,99,83,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,49,11,[],workplace,Activity.SLEEPING,76,86,94,87,96,76,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,50,18,[],workplace,Activity.SLEEPING,87,89,80,97,90,98,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,51,18,[],workplace,Activity.SLEEPING,87,77,81,97,74,81,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,52,3,[],workplace,Activity.SLEEPING,98,82,89,92,88,90,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,53,19,[],workplace,Activity.SLEEPING,86,71,91,90,91,89,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,54,5,[],workplace,Activity.SLEEPING,92,98,94,72,80,96,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,55,3,[],workplace,Activity.SLEEPING,99,93,71,94,76,86,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,56,3,[],workplace,Activity.SLEEPING,87,75,75,87,75,84,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,57,23,[],workplace,Activity.SLEEPING,94,94,78,91,82,76,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,58,5,[],workplace,Activity.SLEEPING,92,73,78,75,77,78,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,59,4,[],workplace,Activity.SLEEPING,79,79,96,99,78,96,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,60,4,[],workplace,Activity.SLEEPING,81,70,90,90,94,91,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,61,7,[],workplace,Activity.SLEEPING,94,88,74,91,71,72,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,62,4,[],workplace,Activity.SLEEPING,74,72,91,90,93,78,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,63,4,[],workplace,Activity.SLEEPING,92,86,83,96,92,93,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,64,9,[],workplace,Activity.SLEEPING,99,80,80,79,73,88,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,65,18,[],workplace,Activity.SLEEPING,90,89,74,91,73,85,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,66,4,[],workplace,Activity.SLEEPING,95,89,95,86,83,73,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,67,19,[],workplace,Activity.SLEEPING,93,86,92,89,95,83,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,68,18,[],workplace,Activity.SLEEPING,75,86,85,75,75,89,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,69,19,[],workplace,Activity.SLEEPING,79,99,91,93,99,78,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
