Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,1,[],workplace,Activity.SLEEPING,81,79,84,91,86,81,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,1,5,[],workplace,Activity.SLEEPING,92,91,91,87,74,79,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,2,11,[],workplace,Activity.SLEEPING,99,80,75,92,78,85,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,3,13,[],workplace,Activity.SLEEPING,94,93,95,77,96,76,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,4,2,[],workplace,Activity.SLEEPING,83,80,72,93,88,79,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,21,[],workplace,Activity.SLEEPING,96,96,93,74,82,92,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,6,9,[],workplace,Activity.SLEEPING,75,86,81,78,75,99,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,7,1,[],workplace,Activity.SLEEPING,80,71,76,99,87,98,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,8,1,[],workplace,Activity.SLEEPING,91,95,88,77,75,76,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,9,11,[],workplace,Activity.SLEEPING,75,99,82,77,72,92,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,10,9,[],workplace,Activity.SLEEPING,74,83,91,91,77,83,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,11,13,[],workplace,Activity.SLEEPING,82,72,98,96,81,75,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,12,9,[],workplace,Activity.SLEEPING,70,92,79,85,83,79,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,13,5,[],workplace,Activity.SLEEPING,88,95,75,81,72,79,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,14,11,[],workplace,Activity.SLEEPING,70,87,90,86,86,88,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,15,11,[],workplace,Activity.SLEEPING,94,93,81,81,92,72,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,16,5,[],workplace,Activity.SLEEPING,93,86,96,97,98,81,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,17,2,[],workplace,Activity.SLEEPING,92,92,80,71,77,86,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,18,1,[],workplace,Activity.SLEEPING,93,98,85,70,94,96,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,19,11,[],workplace,Activity.SLEEPING,93,84,84,76,94,92,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,20,11,[],workplace,Activity.SLEEPING,75,77,80,85,74,90,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,21,11,[],workplace,Activity.SLEEPING,96,79,89,72,82,80,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,22,5,[],workplace,Activity.SLEEPING,78,88,83,70,89,74,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,23,1,[],workplace,Activity.SLEEPING,77,73,77,86,77,98,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,24,2,[],workplace,Activity.SLEEPING,97,80,91,83,75,83,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,25,11,[],workplace,Activity.SLEEPING,88,79,96,75,98,85,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,26,2,[],workplace,Activity.SLEEPING,97,71,99,79,95,71,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,27,5,[],workplace,Activity.SLEEPING,90,92,84,77,70,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,28,11,[],workplace,Activity.SLEEPING,86,85,80,82,70,70,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,29,1,[],workplace,Activity.SLEEPING,85,93,74,86,90,83,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,30,11,[],workplace,Activity.SLEEPING,89,86,82,78,77,85,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,31,9,[],workplace,Activity.SLEEPING,84,93,77,97,96,90,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,32,13,[],workplace,Activity.SLEEPING,77,88,84,87,99,88,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,33,1,[],workplace,Activity.SLEEPING,95,72,75,70,76,70,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,34,13,[],workplace,Activity.SLEEPING,77,82,94,95,80,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,35,13,[],workplace,Activity.SLEEPING,93,90,75,73,87,82,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,36,11,[],workplace,Activity.SLEEPING,73,76,99,92,71,89,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,37,2,[],workplace,Activity.SLEEPING,72,79,95,79,81,94,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,38,9,[],workplace,Activity.SLEEPING,84,98,77,90,84,85,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,39,9,[],workplace,Activity.SLEEPING,80,89,86,80,83,72,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,40,9,[],workplace,Activity.SLEEPING,80,89,91,84,73,92,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,41,21,[],workplace,Activity.SLEEPING,98,85,73,87,82,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,42,21,[],workplace,Activity.SLEEPING,73,95,78,76,77,78,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,43,1,[],workplace,Activity.SLEEPING,99,82,78,81,91,98,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,44,5,[],workplace,Activity.SLEEPING,99,98,95,94,87,71,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,45,1,[],workplace,Activity.SLEEPING,72,76,98,78,98,98,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,46,5,[],workplace,Activity.SLEEPING,94,77,86,82,73,74,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,47,21,[],workplace,Activity.SLEEPING,85,71,71,99,84,97,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,48,9,[],workplace,Activity.SLEEPING,79,71,72,75,87,72,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,49,21,[],workplace,Activity.SLEEPING,91,85,99,91,73,92,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,50,13,[],workplace,Activity.SLEEPING,86,75,92,90,86,71,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
