Step,AgentID,pos,route,current_goal,current_activity,mental_health,physical_health,leisure,social_inclusion,self_determination,food,Höchste Preference bei Tanks,Höchste Preference bei Route,quality of life
0,0,14,[],workplace,Activity.SLEEPING,76,99,71,90,92,75,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,1,0,[],workplace,Activity.SLEEPING,97,85,81,89,97,74,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,2,17,[],workplace,Activity.SLEEPING,85,77,78,81,93,91,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,3,6,[],workplace,Activity.SLEEPING,81,97,86,98,75,72,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,4,23,[],workplace,Activity.SLEEPING,77,97,78,89,78,87,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,5,9,[],workplace,Activity.SLEEPING,75,75,94,77,95,85,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,6,3,[],workplace,Activity.SLEEPING,98,96,76,94,81,91,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,7,9,[],workplace,Activity.SLEEPING,77,71,83,74,87,98,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,8,17,[],workplace,Activity.SLEEPING,88,81,96,97,98,74,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,9,9,[],workplace,Activity.SLEEPING,73,78,84,87,71,87,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,10,3,[],workplace,Activity.SLEEPING,98,80,99,82,80,88,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,11,3,[],workplace,Activity.SLEEPING,93,91,79,78,74,83,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,12,3,[],workplace,Activity.SLEEPING,92,74,89,85,85,88,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,13,17,[],workplace,Activity.SLEEPING,93,93,87,76,97,94,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,14,0,[],workplace,Activity.SLEEPING,87,84,87,97,70,78,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,15,3,[],workplace,Activity.SLEEPING,72,93,81,85,97,74,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,16,23,[],workplace,Activity.SLEEPING,97,94,98,70,81,77,PreferenceType.SELF_DETERMINATION,PreferenceType.EFFICIENCY,0
0,17,0,[],workplace,Activity.SLEEPING,92,79,98,79,92,95,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,18,14,[],workplace,Activity.SLEEPING,96,92,75,91,80,86,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,19,3,[],workplace,Activity.SLEEPING,76,82,91,79,90,97,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,20,9,[],workplace,Activity.SLEEPING,71,70,84,86,91,88,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,21,3,[],workplace,Activity.SLEEPING,90,86,98,75,72,89,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,22,6,[],workplace,Activity.SLEEPING,76,89,82,96,86,98,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,23,9,[],workplace,Activity.SLEEPING,82,77,92,96,76,77,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,24,6,[],workplace,Activity.SLEEPING,88,93,88,99,80,82,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,25,14,[],workplace,Activity.SLEEPING,78,89,88,94,70,84,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,26,14,[],workplace,Activity.SLEEPING,89,77,95,76,74,73,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,27,3,[],workplace,Activity.SLEEPING,82,86,75,87,81,73,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,28,9,[],workplace,Activity.SLEEPING,73,88,78,98,78,72,PreferenceType.SELF_DETERMINATION,PreferenceType.GREEN_ENVIRONMENT,0
0,29,9,[],workplace,Activity.SLEEPING,80,89,83,90,82,70,PreferenceType.MENTAL_HEALTH,PreferenceType.EFFICIENCY,0
0,30,14,[],workplace,Activity.SLEEPING,98,71,99,82,90,86,PreferenceType.LEISURE,PreferenceType.GREEN_ENVIRONMENT,0
0,31,0,[],workplace,Activity.SLEEPING,87,97,76,76,89,98,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,32,23,[],workplace,Activity.SLEEPING,96,84,71,95,95,97,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,33,17,[],workplace,Activity.SLEEPING,98,95,79,97,96,93,PreferenceType.PHYSICAL_HEALTH,PreferenceType.EFFICIENCY,0
0,34,6,[],workplace,Activity.SLEEPING,76,96,80,87,86,96,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,35,9,[],workplace,Activity.SLEEPING,71,81,70,73,92,98,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,36,9,[],workplace,Activity.SLEEPING,84,74,82,95,97,81,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,37,14,[],workplace,Activity.SLEEPING,87,78,73,91,73,80,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
0,38,17,[],workplace,Activity.SLEEPING,95,70,83,92,91,83,PreferenceType.FOOD,PreferenceType.GREEN_ENVIRONMENT,0
0,39,9,[],workplace,Activity.SLEEPING,79,81,76,81,84,86,PreferenceType.FOOD,PreferenceType.EFFICIENCY,0
0,40,14,[],workplace,Activity.SLEEPING,93,70,87,73,86,78,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,41,3,[],workplace,Activity.SLEEPING,96,82,84,82,93,93,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,42,9,[],workplace,Activity.SLEEPING,97,83,93,92,76,98,PreferenceType.SOCIAL_INCLUSION,PreferenceType.GREEN_ENVIRONMENT,0
0,43,23,[],workplace,Activity.SLEEPING,78,95,73,77,71,91,PreferenceType.MENTAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,44,23,[],workplace,Activity.SLEEPING,86,95,97,97,95,78,PreferenceType.LEISURE,PreferenceType.EFFICIENCY,0
0,45,0,[],workplace,Activity.SLEEPING,79,97,97,79,97,81,PreferenceType.PHYSICAL_HEALTH,PreferenceType.GREEN_ENVIRONMENT,0
0,46,23,[],workplace,Activity.SLEEPING,91,83,82,73,81,95,PreferenceType.SOCIAL_INCLUSION,PreferenceType.EFFICIENCY,0
